caseID,Activity,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17
272,f,1,0,0,1,1,2,2,3,1,1,3,0,0,0,0,0,0
272,d,1,0,0,1,1,2,2,3,1,1,3,0,0,0,0,0,0
272,o,1,0,0,1,1,2,2,3,1,1,3,0,0,0,0,0,0
273,a,3,1,1,1,1,2,1,1,0,1,1,0,0,0,0,1,0
273,c,3,1,1,1,1,2,1,1,0,1,1,0,0,0,0,1,0
273,e,3,1,1,1,1,2,1,1,0,1,1,0,0,0,0,1,0
273,c,3,1,1,1,1,2,1,1,0,1,1,0,0,0,0,1,0
273,j,3,1,1,1,1,2,1,1,0,1,1,0,0,0,0,1,0
273,g,3,1,1,1,1,2,1,1,0,1,1,0,0,0,0,1,0
273,h,3,1,1,1,1,2,1,1,0,1,1,0,0,0,0,1,0
273,k,3,1,1,1,1,2,1,1,0,1,1,0,0,0,0,1,0
273,f,3,1,1,1,1,2,1,1,0,1,1,0,0,0,0,1,0
273,d,3,1,1,1,1,2,1,1,0,1,1,0,0,0,0,1,0
273,d,3,1,1,1,1,2,1,1,0,1,1,0,0,0,0,1,0
273,n,3,1,1,1,1,2,1,1,0,1,1,0,0,0,0,1,0
273,o,3,1,1,1,1,2,1,1,0,1,1,0,0,0,0,1,0
274,a,3,0,0,3,1,7,3,1,0,1,1,1,1,0,0,0,0
274,j,3,0,0,3,1,7,3,1,0,1,1,1,1,0,0,0,0
274,h,3,0,0,3,1,7,3,1,0,1,1,1,1,0,0,0,0
274,d,3,0,0,3,1,7,3,1,0,1,1,1,1,0,0,0,0
274,e,3,0,0,3,1,7,3,1,0,1,1,1,1,0,0,0,0
274,d,3,0,0,3,1,7,3,1,0,1,1,1,1,0,0,0,0
274,f,3,0,0,3,1,7,3,1,0,1,1,1,1,0,0,0,0
274,n,3,0,0,3,1,7,3,1,0,1,1,1,1,0,0,0,0
274,e,3,0,0,3,1,7,3,1,0,1,1,1,1,0,0,0,0
274,o,3,0,0,3,1,7,3,1,0,1,1,1,1,0,0,0,0
275,a,1,1,0,1,0,2,2,2,0,0,3,2,0,0,0,1,0
275,j,1,1,0,1,0,2,2,2,0,0,3,2,0,0,0,1,0
275,g,1,1,0,1,0,2,2,2,0,0,3,2,0,0,0,1,0
275,c,1,1,0,1,0,2,2,2,0,0,3,2,0,0,0,1,0
275,e,1,1,0,1,0,2,2,2,0,0,3,2,0,0,0,1,0
275,b,1,1,0,1,0,2,2,2,0,0,3,2,0,0,0,1,0
275,k,1,1,0,1,0,2,2,2,0,0,3,2,0,0,0,1,0
275,d,1,1,0,1,0,2,2,2,0,0,3,2,0,0,0,1,0
275,f,1,1,0,1,0,2,2,2,0,0,3,2,0,0,0,1,0
275,l,1,1,0,1,0,2,2,2,0,0,3,2,0,0,0,1,0
275,d,1,1,0,1,0,2,2,2,0,0,3,2,0,0,0,1,0
275,h,1,1,0,1,0,2,2,2,0,0,3,2,0,0,0,1,0
275,n,1,1,0,1,0,2,2,2,0,0,3,2,0,0,0,1,0
275,o,1,1,0,1,0,2,2,2,0,0,3,2,0,0,0,1,0
276,a,1,1,0,1,1,6,1,1,1,0,1,0,0,0,0,1,0
276,e,1,1,0,1,1,6,1,1,1,0,1,0,0,0,0,1,0
276,j,1,1,0,1,1,6,1,1,1,0,1,0,0,0,0,1,0
276,h,1,1,0,1,1,6,1,1,1,0,1,0,0,0,0,1,0
276,k,1,1,0,1,1,6,1,1,1,0,1,0,0,0,0,1,0
276,c,1,1,0,1,1,6,1,1,1,0,1,0,0,0,0,1,0
276,f,1,1,0,1,1,6,1,1,1,0,1,0,0,0,0,1,0
276,d,1,1,0,1,1,6,1,1,1,0,1,0,0,0,0,1,0
276,n,1,1,0,1,1,6,1,1,1,0,1,0,0,0,0,1,0
276,e,1,1,0,1,1,6,1,1,1,0,1,0,0,0,0,1,0
276,o,1,1,0,1,1,6,1,1,1,0,1,0,0,0,0,1,0
277,a,3,1,0,4,0,3,1,1,0,0,1,1,0,0,0,0,0
277,d,3,1,0,4,0,3,1,1,0,0,1,1,0,0,0,0,0
277,c,3,1,0,4,0,3,1,1,0,0,1,1,0,0,0,0,0
277,e,3,1,0,4,0,3,1,1,0,0,1,1,0,0,0,0,0
277,j,3,1,0,4,0,3,1,1,0,0,1,1,0,0,0,0,0
277,g,3,1,0,4,0,3,1,1,0,0,1,1,0,0,0,0,0
277,b,3,1,0,4,0,3,1,1,0,0,1,1,0,0,0,0,0
277,h,3,1,0,4,0,3,1,1,0,0,1,1,0,0,0,0,0
277,b,3,1,0,4,0,3,1,1,0,0,1,1,0,0,0,0,0
